Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
17,"M Schönauer, S Hoffmann, J Maack, M Jansen…","Comparison of selected terramechanical test procedures and cartographic indices to predict rutting caused by machine traffic during a cut-to-length thinning …",2021,"Forests","mdpi.com","https://www.mdpi.com/1999-4907/12/2/113","https://scholar.google.com/scholar?cites=4449864297868792367&as_sdt=2005&sciodt=0,5&hl=en",48,"2025-02-25 15:34:16","HTML","","","",,,,,17,4.25,3,5,4,"… know, it was not validated in forest soils up to now. Certainly, … to predict occurring rutting, since no correlation between log-… In this respect, the auspicious remote sensing-based …","https://www.mdpi.com/1999-4907/12/2/113","https://scholar.google.com/scholar?q=related:L5IppQAYwT0J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"I Douglas, I Douglas","Conclusions from the Long-Term Ecological Research on Hydrology at Danum",2022,"Water and the Rainforest in Malaysian Borneo …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-91544-5_21","",362,"2025-02-25 15:34:16","","10.1007/978-3-030-91544-5_21","","",,,,,0,0.00,0,2,3,"… well as in practical forestry, from logging to forest restoration. … Soil exposed by treefalls may be disturbed by rutting pigs or … and along any log haulage tracks, where cut logs are dragged …","","https://scholar.google.com/scholar?q=related:qelKfAYLfHQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
4,"R Gupta, ML Jat, RK Malik, S Jaipal, A Yadav…","Conservation Agriculture for Sustainable Crop Production in Haryana",2011,"Haryana Kisan Ayog …","hkkp.org.in","https://hkkp.org.in/Reports/Working_Group_Report_CA.pdf","https://scholar.google.com/scholar?cites=10361631132149704601&as_sdt=2005&sciodt=0,5&hl=en",801,"2025-02-25 15:34:16","PDF","","","",,,,,4,0.29,1,6,14,"… degradation, salinization, resodification and water logged … We now need innovations that can cut cost on inputs and help … -forestry/forestry system on problematic salt affected soils …","https://hkkp.org.in/Reports/Working_Group_Report_CA.pdf","https://scholar.google.com/scholar?q=related:mWdpzZ3oy48J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
4,"J Obua","Conservation and Ecotourism in Kibale National Park, Uganda",1996,"","search.proquest.com","https://search.proquest.com/openview/3eed31370ad35c89ef57f137b998ecda/1?pq-origsite=gscholar&cbl=51922&diss=y","https://scholar.google.com/scholar?cites=4941376436828531983&as_sdt=2005&sciodt=0,5&hl=en",684,"2025-02-25 15:34:16","BOOK","","","",,,,,4,0.14,4,1,29,"… of forestry in Uganda and examines the concept of forest … her water supplies and protect her soils. There are few recent … for felling could be cut. Minimum girth limits were enforced. …","https://research.bangor.ac.uk/portal/files/20570206/null","https://scholar.google.com/scholar?q=related:D22mUrBLk0QJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"AM Peterson, DG Cerretani","Conservation Biology Along Electric Transmission Rights-of-Way: Problems, Opportunities, and Lessons",2019,"Challenges In The Conservation Of …","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.4324/9780429046650-25/conservation-biology-along-electric-transmission-rights-way-problems-opportunities-lessons-allen-peterson-douglas-cerretani","",463,"2025-02-25 15:34:16","","10.4324/9780429046650-25","","",,,,,0,0.00,0,2,6,"… cover types by remote sensing and aerial reconnaissance. This … and the ground firmer, and restrict equipment to a log corduroy … As a result, we can usually limit wetland impacts to forest …","","https://scholar.google.com/scholar?q=related:aNiVals-J8YJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"KH Redford","Conservation in the Context of Tropical Forest Management",2000,"Serrano Caadas, E., &Ruiz Flao, P.(2007) …","academia.edu","https://www.academia.edu/download/42468830/Biodiversity_Conservation_in_the_Context20160209-26373-1hwsnfw.pdf","https://scholar.google.com/scholar?cites=11588096742968409797&as_sdt=2005&sciodt=0,5&hl=en",204,"2025-02-25 15:34:16","PDF","","","",,,,,2,0.08,2,1,25,"… in forests outside impacts of logging in tropical forests]. This … concluded that soil impacts and damage to the logging impacts … improvements in relevant remote-sensing perhaps including …","https://www.academia.edu/download/42468830/Biodiversity_Conservation_in_the_Context20160209-26373-1hwsnfw.pdf","https://scholar.google.com/scholar?q=related:xT5-Y5cw0aAJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"MHNC Ictiofauna, PC Imbuia","Conservation of threatened freshwater fishes of the Atlantic Rainforest in Southern Brazil: check list, protection priorities and impacts of human activities",,"vliz.be","","https://www.vliz.be/imisdocs/publications/ocrd/236975.pdf","",739,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,2,,"… forests through logging, farm ing and other forms of forest clearance has been identified as the major threat to the survival of the species. The phenom enal loss of forest … forest on ground…","https://www.vliz.be/imisdocs/publications/ocrd/236975.pdf","https://scholar.google.com/scholar?q=related:PlbbqwDQIB0J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"SB Manning, J Walmsley","Continuous Cover Forestry: A Selected Bibliography 2011-2018",2018,"","research.bangor.ac.uk","https://research.bangor.ac.uk/portal/files/21838482/pub_Continuous_Cover_Forestry_A_Selected_Bibliography_2011_2018.pdf","https://scholar.google.com/scholar?cites=1237179794946143578&as_sdt=2005&sciodt=0,5&hl=en",285,"2025-02-25 15:34:16","PDF","","","",,,,,1,0.14,1,2,7,"… after logging is important to ensure the proper functioning of a forest ecosystem, to promote soil recovery, … Therefore, in this study, target diameter cutting treatments were applied to a …","https://research.bangor.ac.uk/portal/files/21838482/pub_Continuous_Cover_Forestry_A_Selected_Bibliography_2011_2018.pdf","https://scholar.google.com/scholar?q=related:WjUO-XdYKxEJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"RG Wagner","Cooperative Forestry Research Unit: 2014 Annual Report",2015,"University of Maine. Orono, ME","digitalcommons.library.umaine.edu","https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1686&context=univ_publications","",249,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,10,"… LiDAR and other methods of remote sensing. Integration of … We would also like to thank the three logging contractors and … A team of experts in forest soils and stand development has …","https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1686&context=univ_publications","https://scholar.google.com/scholar?q=related:ZuXRJQBp7jMJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"JM Zukswert","Cooperative Forestry Research Unit: 2018 Annual Report",2018,"University of Maine. Orono, ME","digitalcommons.library.umaine.edu","https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1690&context=univ_publications","",389,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,7,"… deer wintering habitat using remote sensing. We intend to … ), and harvesting is scheduled for winter 2018–19 using a cut… mats on skid trails for minimizing soil disturbances. The aim of …","https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1690&context=univ_publications","https://scholar.google.com/scholar?q=related:IM3WXgcsNskJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"D Alard, A Bourcier, F Bureau, D Lefebvre, V Mesnage…","Coordinator: Didier Alard",,"academia.edu","","https://www.academia.edu/download/42143979/Wetlands_in_the_lower_Seine_valley20160205-31195-m5kz98.pdf","",601,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,6,,"… First, the vegetation reacted alone: the forests became denser … used by the different remote-sensing platforms makes possible a … Water-logged soil in the alluvial plain may fulfil all …","https://www.academia.edu/download/42143979/Wetlands_in_the_lower_Seine_valley20160205-31195-m5kz98.pdf","https://scholar.google.com/scholar?q=related:Hdc6ytW3DcYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"RPF Clayton Gillies, FPI RPBio","COSIA In-Situ Oil Sands Shared Practices for Working in and Around Wetlands",2018,"","fuseconsulting.ca","https://www.fuseconsulting.ca/s/COSIA-WetlandSharedPracticesReport-2018-02-27.pdf","",728,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,2,7,"… carbon throughout the boreal forest. Wetlands also comprise a … the peat into the soils, while fine-textured soils were less … variable log quality, uniform high-quality logs, and different log …","https://www.fuseconsulting.ca/s/COSIA-WetlandSharedPracticesReport-2018-02-27.pdf","https://scholar.google.com/scholar?q=related:V88CD33Wp2cJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"P Villar-Salvador, V Ivetic, JA Oliet, M Mataruga","COST Action CA19128-Pan-European Network for Climate Adaptive Forest Restoration and Reforestation (PEN-CAFoRR) PEN-CAFoRR Final Conference",,"researchgate.net","","https://www.researchgate.net/profile/Luna-Morcillo/publication/384104261_COST_Action_CA19128_-Pan-European_Network_for_Climate_Adaptive_Forest_Restoration_and_Reforestation_PEN-CAFoRR_PEN-CAFoRR_Final_Conference/links/66eaaa9cfc6cc464895e00fc/COST-Action-CA19128-Pan-European-Network-for-Climate-Adaptive-Forest-Restoration-and-Reforestation-PEN-CAFoRR-PEN-CAFoRR-Final-Conference.pdf","",358,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,4,,"… to EU Green Deal, Forestry Policy and EU soil strategy, our … and the retraining of logging and wood processing crews to … This study explores the potential of remote sensing combined …","https://www.researchgate.net/profile/Luna-Morcillo/publication/384104261_COST_Action_CA19128_-Pan-European_Network_for_Climate_Adaptive_Forest_Restoration_and_Reforestation_PEN-CAFoRR_PEN-CAFoRR_Final_Conference/links/66eaaa9cfc6cc464895e00fc/COST-Action-CA19128-Pan-European-Network-for-Climate-Adaptive-Forest-Restoration-and-Reforestation-PEN-CAFoRR-PEN-CAFoRR-Final-Conference.pdf","https://scholar.google.com/scholar?q=related:wR0SjmYMe2MJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"P Poikonen, M Iwarsson Wide, J Laitila…","Cost-effective and sustainable harvest methods",2020,"","jukuri.luke.fi","https://jukuri.luke.fi/bitstream/handle/10024/547277/WP2_GA22_Handbook_ENG_verkkoon_01032021.pdf?sequence=1","https://scholar.google.com/scholar?cites=2593682079486970584&as_sdt=2005&sciodt=0,5&hl=en",289,"2025-02-25 15:34:16","PDF","","","",,,,,2,0.40,1,4,5,"… forest advisory organisations to promote the harvest and use of logging residues and small trees cut … on the forest ground in order to prevent possible nutrient and growth losses.…","https://jukuri.luke.fi/bitstream/handle/10024/547277/WP2_GA22_Handbook_ENG_verkkoon_01032021.pdf?sequence=1","https://scholar.google.com/scholar?q=related:2AoeAByc_iMJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
26,"JF Gao, KM Ma, ZW Feng, J Qi, Y Feng","Coupling effects of altitude and human disturbance on landscape and plant diversity in the vicinity of mountain villages of Beijing, China",2009,"Acta Ecologica Sinica","Elsevier","https://www.sciencedirect.com/science/article/pii/S1872203209000092","https://scholar.google.com/scholar?cites=17071136987993716208&as_sdt=2005&sciodt=0,5&hl=en",306,"2025-02-25 15:34:16","","","","",,,,,26,1.63,5,5,16,"… Remote sensing data … Because of human disturbance, forests were normally logged and then replaced … soil factors and topographic factors. During the human disturbance process, the …","","https://scholar.google.com/scholar?q=related:8LVl0aTc6OwJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"DJ Chranowski","Cow elk ecology, movements and habitat use in the Duck Mountains of Manitoba",2009,"","mspace.lib.umanitoba.ca","https://mspace.lib.umanitoba.ca/handle/1993/3484","https://scholar.google.com/scholar?cites=4952566629191355291&as_sdt=2005&sciodt=0,5&hl=en",692,"2025-02-25 15:34:16","","","","",,,,,1,0.06,1,1,16,"… help wildlife and forestry managers to plan forest cut-blocks … Remote sensing images depict specific habitats that can be … Elk that were primarily forest dwelling during the rut, moved out …","https://mspace.lib.umanitoba.ca/bitstream/1993/3484/1/Chranowski%20Cow%20elk%20ecology.pdf","https://scholar.google.com/scholar?q=related:m4tnAxwNu0QJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"Z Illés","Crack Development in Cohesive Soils: Desiccation and Water Balance of Flood Protection Embankments",2024,"","search.proquest.com","https://search.proquest.com/openview/9f4197bf918b38830d7fa92a10a33f12/1?pq-origsite=gscholar&cbl=2026366&diss=y","",835,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,1,"… soil samples due to cyclic changes in soil moisture. Based on the embankment survey and previous soil … Disturbed and undisturbed soil samples were taken from several locations in the …","","https://scholar.google.com/scholar?q=related:JPZ9XKnuB_AJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"HL Hudson, SE Sesnie, RD Hiebert…","Crossjurisdictional monitoring for nonnative plant invasions using NDVI change detection indices in walnut canyon national monument, Arizona, USA",2015,"… Colorado Plateau VI …","books.google.com","https://books.google.com/books?hl=en&lr=&id=-FRzCAAAQBAJ&oi=fnd&pg=PA23&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=F9UGtdXEyJ&sig=YyqqRyzrDF82tO_WslGv1MtxToQ","https://scholar.google.com/scholar?cites=2533480233135198667&as_sdt=2005&sciodt=0,5&hl=en",517,"2025-02-25 15:34:16","","","","",,,,,1,0.10,0,4,10,"… Remote sensing and GIS offer inventory and monitoring … The soils are mainly derived from Kaibab limestone and … In ponderosa pine forests where canopy openings generally resulted …","","https://scholar.google.com/scholar?q=related:y1F_Xdm6KCMJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"IF Audit","Crossroute Forest Independent Forest Audit",2008,"","files.ontario.ca","https://files.ontario.ca/environment-and-energy/forestry/audits/audits/Crossroute%20IFA%20Final%20Report%20June12%20-%20formatted.pdf","",478,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,17,"… practice the Protection Forest area (eg forest on thin soils) is … landbase and the allowable cut for the Forest. The Rainy River … Aboriginal logging operators on the Crossroute Forest with …","https://files.ontario.ca/environment-and-energy/forestry/audits/audits/Crossroute%20IFA%20Final%20Report%20June12%20-%20formatted.pdf","https://scholar.google.com/scholar?q=related:ChLC_D94QpcJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"AM Lucía Vela","Cuantificación de la actividad geomorfológica de cárcavas de ladera desarrolladas sobre arenas del piedemonte norte de la Sierra de Guadarrama.",2013,"","docta.ucm.es","https://docta.ucm.es/entities/publication/b5d064d4-c22f-4fa2-9b7f-da990b079541","https://scholar.google.com/scholar?cites=13171959095400936921&as_sdt=2005&sciodt=0,5&hl=en",952,"2025-02-25 15:34:16","","","","",,,,,1,0.08,1,1,12,"… Badlands and gullies can have a natural origin, but can also be related to a human transformation of the vegetation cover in highly erodible soils. Most are associated with fine-grained …","https://docta.ucm.es/bitstreams/96bd818f-2b2d-4fbd-b641-3ad5762eb2e7/download","https://scholar.google.com/scholar?q=related:2TVZXQIzzLYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
